Date,Node_ID,Node_Type,Product_ID,Opening_Inventory,Incoming_Quantity,Outgoing_Quantity,Closing_Inventory,Safety_Stock,Inventory_Risk,Days_of_Cover,Cover_vs_Safety
2026-06-25,W01,Warehouse,P011,265,16,4,277,36,LOW,69.25,7.694
2026-06-26,W01,Warehouse,P011,280,19,9,290,36,LOW,32.22,8.056
2026-06-27,W01,Warehouse,P011,295,26,10,311,36,LOW,31.1,8.639
2026-06-28,W01,Warehouse,P011,317,35,23,329,36,MEDIUM,14.3,9.139
2026-06-29,W01,Warehouse,P011,343,18,9,352,36,LOW,39.11,9.778
2026-06-30,W01,Warehouse,P011,357,9,92,274,36,CRITICAL,2.98,7.611
2026-06-01,W01,Warehouse,P012,110,3,12,101,24,HIGH,8.42,4.208
2026-06-02,W01,Warehouse,P012,108,12,20,100,24,HIGH,5.0,4.167
2026-06-03,W01,Warehouse,P012,114,0,6,108,24,MEDIUM,18.0,4.5
2026-06-04,W01,Warehouse,P012,111,5,8,108,24,MEDIUM,13.5,4.5
2026-06-05,W01,Warehouse,P012,113,3,18,98,24,HIGH,5.44,4.083
2026-06-06,W01,Warehouse,P012,111,4,9,106,24,HIGH,11.78,4.417
2026-06-07,W01,Warehouse,P012,112,5,9,108,24,MEDIUM,12.0,4.5
2026-06-08,W01,Warehouse,P012,114,3,16,101,24,HIGH,6.31,4.208
2026-06-09,W01,Warehouse,P012,113,13,22,104,24,CRITICAL,4.73,4.333
2026-06-10,W01,Warehouse,P012,121,8,36,93,24,CRITICAL,2.58,3.875
2026-06-11,W01,Warehouse,P012,118,8,4,122,24,LOW,30.5,5.083
2026-06-12,W01,Warehouse,P012,124,5,11,118,24,HIGH,10.73,4.917
2026-06-13,W01,Warehouse,P012,124,7,4,127,24,LOW,31.75,5.292
2026-06-14,W01,Warehouse,P012,130,1,14,117,24,HIGH,8.36,4.875
2026-06-15,W01,Warehouse,P012,127,13,30,110,24,CRITICAL,3.67,4.583
2026-06-16,W01,Warehouse,P012,132,13,7,138,24,MEDIUM,19.71,5.75
2026-06-17,W01,Warehouse,P012,143,7,19,131,24,HIGH,6.89,5.458
2026-06-18,W01,Warehouse,P012,142,7,15,134,24,HIGH,8.93,5.583
2026-06-19,W01,Warehouse,P012,144,6,0,150,24,LOW,999.0,6.25
2026-06-20,W01,Warehouse,P012,150,15,53,112,24,CRITICAL,2.11,4.667
2026-06-21,W01,Warehouse,P012,152,1,15,138,24,HIGH,9.2,5.75
2026-06-22,W01,Warehouse,P012,147,9,34,122,24,CRITICAL,3.59,5.083
2026-06-23,W01,Warehouse,P012,146,17,11,152,24,MEDIUM,13.82,6.333
2026-06-24,W01,Warehouse,P012,158,14,60,112,24,CRITICAL,1.87,4.667
2026-06-25,W01,Warehouse,P012,158,15,10,163,24,MEDIUM,16.3,6.792
2026-06-26,W01,Warehouse,P012,169,17,22,164,24,HIGH,7.45,6.833
2026-06-27,W01,Warehouse,P012,180,0,32,148,24,CRITICAL,4.62,6.167
2026-06-28,W01,Warehouse,P012,167,16,17,166,24,HIGH,9.76,6.917
2026-06-29,W01,Warehouse,P012,178,9,21,166,24,HIGH,7.9,6.917
2026-06-30,W01,Warehouse,P012,181,2,46,137,24,CRITICAL,2.98,5.708
2026-06-01,W01,Warehouse,P013,74,0,12,62,16,HIGH,5.17,3.875
2026-06-02,W01,Warehouse,P013,71,0,16,55,16,CRITICAL,3.44,3.438
2026-06-03,W01,Warehouse,P013,67,7,12,62,16,HIGH,5.17,3.875
2026-06-04,W01,Warehouse,P013,71,4,14,61,16,CRITICAL,4.36,3.812
2026-06-05,W01,Warehouse,P013,70,7,23,54,16,CRITICAL,2.35,3.375
2026-06-06,W01,Warehouse,P013,71,1,10,62,16,HIGH,6.2,3.875
2026-06-07,W01,Warehouse,P013,69,6,3,72,16,MEDIUM,24.0,4.5
2026-06-08,W01,Warehouse,P013,74,6,0,80,16,LOW,999.0,5.0
2026-06-09,W01,Warehouse,P013,80,8,14,74,16,HIGH,5.29,4.625
2026-06-10,W01,Warehouse,P013,84,7,13,78,16,HIGH,6.0,4.875
2026-06-11,W01,Warehouse,P013,85,2,9,78,16,HIGH,8.67,4.875
2026-06-12,W01,Warehouse,P013,84,8,2,90,16,LOW,45.0,5.625
2026-06-13,W01,Warehouse,P013,91,9,5,95,16,MEDIUM,19.0,5.938
2026-06-14,W01,Warehouse,P013,98,6,9,95,16,HIGH,10.56,5.938
2026-06-15,W01,Warehouse,P013,100,8,19,89,16,CRITICAL,4.68,5.562
2026-06-16,W01,Warehouse,P013,100,4,4,100,16,LOW,25.0,6.25
2026-06-17,W01,Warehouse,P013,103,5,20,88,16,CRITICAL,4.4,5.5
2026-06-18,W01,Warehouse,P013,102,9,14,97,16,HIGH,6.93,6.062
2026-06-19,W01,Warehouse,P013,104,4,35,73,16,CRITICAL,2.09,4.562
2026-06-20,W01,Warehouse,P013,99,0,4,95,16,MEDIUM,23.75,5.938
2026-06-21,W01,Warehouse,P013,98,0,33,65,16,CRITICAL,1.97,4.062
2026-06-22,W01,Warehouse,P013,90,1,20,71,16,CRITICAL,3.55,4.438
2026-06-23,W01,Warehouse,P013,86,8,26,68,16,CRITICAL,2.62,4.25
2026-06-24,W01,Warehouse,P013,88,10,0,98,16,LOW,999.0,6.125
2026-06-25,W01,Warehouse,P013,98,4,17,85,16,HIGH,5.0,5.312
2026-06-26,W01,Warehouse,P013,98,8,21,85,16,CRITICAL,4.05,5.312
2026-06-27,W01,Warehouse,P013,101,6,8,99,16,MEDIUM,12.38,6.188
2026-06-28,W01,Warehouse,P013,104,1,16,89,16,HIGH,5.56,5.562
2026-06-29,W01,Warehouse,P013,101,3,19,85,16,CRITICAL,4.47,5.312
2026-06-30,W01,Warehouse,P013,99,9,15,93,16,HIGH,6.2,5.812
2026-06-01,W01,Warehouse,P014,180,12,0,192,39,LOW,999.0,4.923
2026-06-02,W01,Warehouse,P014,192,15,8,199,39,MEDIUM,24.88,5.103
2026-06-03,W01,Warehouse,P014,199,2,4,197,39,LOW,49.25,5.051
2026-06-04,W01,Warehouse,P014,197,18,17,198,39,HIGH,11.65,5.077
2026-06-05,W01,Warehouse,P014,198,12,18,192,39,HIGH,10.67,4.923
2026-06-06,W01,Warehouse,P014,192,4,5,191,39,LOW,38.2,4.897
2026-06-07,W01,Warehouse,P014,191,21,3,209,39,LOW,69.67,5.359
2026-06-08,W01,Warehouse,P014,209,17,4,222,39,LOW,55.5,5.692
2026-06-09,W01,Warehouse,P014,222,8,10,220,39,MEDIUM,22.0,5.641
2026-06-10,W01,Warehouse,P014,220,9,19,210,39,HIGH,11.05,5.385
2026-06-11,W01,Warehouse,P014,210,25,10,225,39,MEDIUM,22.5,5.769
2026-06-12,W01,Warehouse,P014,225,14,1,238,39,LOW,238.0,6.103
2026-06-13,W01,Warehouse,P014,238,6,0,244,39,LOW,999.0,6.256
2026-06-14,W01,Warehouse,P014,244,25,5,264,39,LOW,52.8,6.769
2026-06-15,W01,Warehouse,P014,264,11,21,254,39,MEDIUM,12.1,6.513
2026-06-16,W01,Warehouse,P014,254,22,15,261,39,MEDIUM,17.4,6.692
2026-06-17,W01,Warehouse,P014,261,1,14,248,39,MEDIUM,17.71,6.359
2026-06-18,W01,Warehouse,P014,248,17,7,258,39,LOW,36.86,6.615
2026-06-19,W01,Warehouse,P014,258,23,23,258,39,HIGH,11.22,6.615
2026-06-20,W01,Warehouse,P014,258,8,8,258,39,LOW,32.25,6.615
2026-06-21,W01,Warehouse,P014,258,10,20,248,39,MEDIUM,12.4,6.359
2026-06-22,W01,Warehouse,P014,248,2,21,229,39,HIGH,10.9,5.872
2026-06-23,W01,Warehouse,P014,229,21,10,240,39,MEDIUM,24.0,6.154
2026-06-24,W01,Warehouse,P014,240,17,21,236,39,HIGH,11.24,6.051
2026-06-25,W01,Warehouse,P014,236,22,6,252,39,LOW,42.0,6.462
2026-06-26,W01,Warehouse,P014,252,1,16,237,39,MEDIUM,14.81,6.077
2026-06-27,W01,Warehouse,P014,237,4,2,239,39,LOW,119.5,6.128
2026-06-28,W01,Warehouse,P014,239,28,10,257,39,LOW,25.7,6.59
2026-06-29,W01,Warehouse,P014,257,20,5,272,39,LOW,54.4,6.974
2026-06-30,W01,Warehouse,P014,272,3,1,274,39,LOW,274.0,7.026
2026-06-01,W01,Warehouse,P015,234,10,0,244,51,LOW,999.0,4.784
2026-06-02,W01,Warehouse,P015,244,12,7,249,51,LOW,35.57,4.882
2026-06-03,W01,Warehouse,P015,249,16,14,251,51,MEDIUM,17.93,4.922
2026-06-04,W01,Warehouse,P015,251,9,11,249,51,MEDIUM,22.64,4.882
2026-06-05,W01,Warehouse,P015,249,2,7,244,51,LOW,34.86,4.784
2026-06-06,W01,Warehouse,P015,244,29,23,250,51,HIGH,10.87,4.902
2026-06-07,W01,Warehouse,P015,250,15,23,242,51,HIGH,10.52,4.745
2026-06-08,W01,Warehouse,P015,242,15,3,254,51,LOW,84.67,4.98
2026-06-09,W01,Warehouse,P015,254,26,10,270,51,LOW,27.0,5.294
2026-06-10,W01,Warehouse,P015,270,20,17,273,51,MEDIUM,16.06,5.353
2026-06-11,W01,Warehouse,P015,273,10,19,264,51,MEDIUM,13.89,5.176
2026-06-12,W01,Warehouse,P015,264,16,9,271,51,LOW,30.11,5.314
2026-06-13,W01,Warehouse,P015,271,9,20,260,51,MEDIUM,13.0,5.098
2026-06-14,W01,Warehouse,P015,260,7,3,264,51,LOW,88.0,5.176
2026-06-15,W01,Warehouse,P015,264,29,8,285,51,LOW,35.62,5.588
2026-06-16,W01,Warehouse,P015,285,22,20,287,51,MEDIUM,14.35,5.627
2026-06-17,W01,Warehouse,P015,287,29,17,299,51,MEDIUM,17.59,5.863
2026-06-18,W01,Warehouse,P015,299,26,24,301,51,MEDIUM,12.54,5.902
2026-06-19,W01,Warehouse,P015,301,34,1,334,51,LOW,334.0,6.549
2026-06-20,W01,Warehouse,P015,334,30,5,359,51,LOW,71.8,7.039
2026-06-21,W01,Warehouse,P015,359,39,1,397,51,LOW,397.0,7.784
2026-06-22,W01,Warehouse,P015,397,12,7,402,51,LOW,57.43,7.882
2026-06-23,W01,Warehouse,P015,402,30,0,432,51,LOW,999.0,8.471
2026-06-24,W01,Warehouse,P015,432,0,21,411,51,MEDIUM,19.57,8.059
2026-06-25,W01,Warehouse,P015,411,49,21,439,51,MEDIUM,20.9,8.608
2026-06-26,W01,Warehouse,P015,439,24,28,435,51,MEDIUM,15.54,8.529
2026-06-27,W01,Warehouse,P015,435,29,16,448,51,LOW,28.0,8.784
2026-06-28,W01,Warehouse,P015,448,32,0,480,51,LOW,999.0,9.412
2026-06-29,W01,Warehouse,P015,480,14,32,462,51,MEDIUM,14.44,9.059
2026-06-30,W01,Warehouse,P015,462,19,2,479,51,LOW,239.5,9.392
2026-06-01,W02,Warehouse,P001,663,10,236,437,145,CRITICAL,1.85,3.014
2026-06-02,W02,Warehouse,P001,616,25,3,638,145,LOW,212.67,4.4
2026-06-03,W02,Warehouse,P001,640,58,96,602,145,HIGH,6.27,4.152
2026-06-04,W02,Warehouse,P001,665,37,207,495,145,CRITICAL,2.39,3.414
2026-06-05,W02,Warehouse,P001,643,25,135,533,145,CRITICAL,3.95,3.676
2026-06-06,W02,Warehouse,P001,632,58,156,534,145,CRITICAL,3.42,3.683
2026-06-07,W02,Warehouse,P001,652,16,180,488,145,CRITICAL,2.71,3.366
2026-06-08,W02,Warehouse,P001,624,57,26,655,145,LOW,25.19,4.517
2026-06-09,W02,Warehouse,P001,674,13,193,494,145,CRITICAL,2.56,3.407
2026-06-10,W02,Warehouse,P001,642,9,131,520,145,CRITICAL,3.97,3.586
2026-06-11,W02,Warehouse,P001,595,8,244,359,145,CRITICAL,1.47,2.476
2026-06-12,W02,Warehouse,P001,546,45,47,544,145,HIGH,11.57,3.752
2026-06-13,W02,Warehouse,P001,568,19,62,525,145,HIGH,8.47,3.621
2026-06-14,W02,Warehouse,P001,568,53,89,532,145,HIGH,5.98,3.669
2026-06-15,W02,Warehouse,P001,579,15,100,494,145,CRITICAL,4.94,3.407
2026-06-16,W02,Warehouse,P001,564,69,40,593,145,MEDIUM,14.82,4.09
2026-06-17,W02,Warehouse,P001,619,53,21,651,145,LOW,31.0,4.49
2026-06-18,W02,Warehouse,P001,662,68,39,691,145,MEDIUM,17.72,4.766
2026-06-19,W02,Warehouse,P001,719,26,119,626,145,HIGH,5.26,4.317
2026-06-20,W02,Warehouse,P001,713,32,28,717,145,LOW,25.61,4.945
2026-06-21,W02,Warehouse,P001,733,58,4,787,145,LOW,196.75,5.428
2026-06-22,W02,Warehouse,P001,790,96,9,877,145,LOW,97.44,6.048
2026-06-23,W02,Warehouse,P001,882,36,182,736,145,CRITICAL,4.04,5.076
2026-06-24,W02,Warehouse,P001,837,16,14,839,145,LOW,59.93,5.786
2026-06-25,W02,Warehouse,P001,847,78,20,905,145,LOW,45.25,6.241
2026-06-26,W02,Warehouse,P001,919,102,158,863,145,HIGH,5.46,5.952
2026-06-27,W02,Warehouse,P001,980,106,81,1005,145,MEDIUM,12.41,6.931
2026-06-28,W02,Warehouse,P001,1062,18,400,680,145,CRITICAL,1.7,4.69
2026-06-29,W02,Warehouse,P001,978,92,297,773,145,CRITICAL,2.6,5.331
2026-06-30,W02,Warehouse,P001,982,39,152,869,145,HIGH,5.72,5.993
2026-06-01,W02,Warehouse,P002,783,55,152,686,172,CRITICAL,4.51,3.988
2026-06-02,W02,Warehouse,P002,803,24,86,741,172,HIGH,8.62,4.308
2026-06-03,W02,Warehouse,P002,797,60,5,852,172,LOW,170.4,4.953
2026-06-04,W02,Warehouse,P002,855,35,54,836,172,MEDIUM,15.48,4.86
2026-06-05,W02,Warehouse,P002,866,7,34,839,172,MEDIUM,24.68,4.878
2026-06-06,W02,Warehouse,P002,863,53,26,890,172,LOW,34.23,5.174
2026-06-07,W02,Warehouse,P002,908,38,118,828,172,HIGH,7.02,4.814
2026-06-08,W02,Warehouse,P002,896,97,33,960,172,LOW,29.09,5.581
2026-06-09,W02,Warehouse,P002,985,53,43,995,172,MEDIUM,23.14,5.785
2026-06-10,W02,Warehouse,P002,1028,54,124,958,172,HIGH,7.73,5.57
2026-06-11,W02,Warehouse,P002,1033,103,109,1027,172,HIGH,9.42,5.971
2026-06-12,W02,Warehouse,P002,1091,127,37,1181,172,LOW,31.92,6.866
2026-06-13,W02,Warehouse,P002,1203,7,0,1210,172,LOW,999.0,7.035
2026-06-14,W02,Warehouse,P002,1210,53,93,1170,172,MEDIUM,12.58,6.802
2026-06-15,W02,Warehouse,P002,1240,14,98,1156,172,HIGH,11.8,6.721
2026-06-16,W02,Warehouse,P002,1225,149,201,1173,172,HIGH,5.84,6.82
2026-06-17,W02,Warehouse,P002,1277,2,358,921,172,CRITICAL,2.57,5.355
2026-06-18,W02,Warehouse,P002,1163,29,100,1092,172,HIGH,10.92,6.349
2026-06-19,W02,Warehouse,P002,1145,46,134,1057,172,HIGH,7.89,6.145
2026-06-20,W02,Warehouse,P002,1145,108,236,1017,172,CRITICAL,4.31,5.913
2026-06-21,W02,Warehouse,P002,1172,86,257,1001,172,CRITICAL,3.89,5.82
2026-06-22,W02,Warehouse,P002,1185,107,69,1223,172,MEDIUM,17.72,7.11
2026-06-23,W02,Warehouse,P002,1271,62,53,1280,172,MEDIUM,24.15,7.442
2026-06-24,W02,Warehouse,P002,1320,116,111,1325,172,HIGH,11.94,7.703
2026-06-25,W02,Warehouse,P002,1379,109,295,1193,172,CRITICAL,4.04,6.936
2026-06-26,W02,Warehouse,P002,1411,48,37,1422,172,LOW,38.43,8.267
2026-06-27,W02,Warehouse,P002,1440,175,112,1503,172,MEDIUM,13.42,8.738
2026-06-28,W02,Warehouse,P002,1573,21,197,1397,172,HIGH,7.09,8.122
2026-06-29,W02,Warehouse,P002,1546,174,145,1575,172,HIGH,10.86,9.157
2026-06-30,W02,Warehouse,P002,1680,207,179,1708,172,HIGH,9.54,9.93
2026-06-01,W02,Warehouse,P003,533,56,34,555,117,MEDIUM,16.32,4.744
2026-06-02,W02,Warehouse,P003,555,3,28,530,117,MEDIUM,18.93,4.53
2026-06-03,W02,Warehouse,P003,530,27,10,547,117,LOW,54.7,4.675
2026-06-04,W02,Warehouse,P003,547,37,5,579,117,LOW,115.8,4.949
2026-06-05,W02,Warehouse,P003,579,50,46,583,117,MEDIUM,12.67,4.983
2026-06-06,W02,Warehouse,P003,583,6,27,562,117,MEDIUM,20.81,4.803
2026-06-07,W02,Warehouse,P003,562,45,3,604,117,LOW,201.33,5.162
2026-06-08,W02,Warehouse,P003,604,29,15,618,117,LOW,41.2,5.282
2026-06-09,W02,Warehouse,P003,618,3,49,572,117,HIGH,11.67,4.889
2026-06-10,W02,Warehouse,P003,572,31,42,561,117,MEDIUM,13.36,4.795
2026-06-11,W02,Warehouse,P003,561,41,49,553,117,HIGH,11.29,4.726
2026-06-12,W02,Warehouse,P003,553,68,33,588,117,MEDIUM,17.82,5.026
2026-06-13,W02,Warehouse,P003,588,25,24,589,117,MEDIUM,24.54,5.034
2026-06-14,W02,Warehouse,P003,589,60,24,625,117,LOW,26.04,5.342
2026-06-15,W02,Warehouse,P003,625,40,12,653,117,LOW,54.42,5.581
2026-06-16,W02,Warehouse,P003,653,80,42,691,117,MEDIUM,16.45,5.906
2026-06-17,W02,Warehouse,P003,691,28,40,679,117,MEDIUM,16.98,5.803
2026-06-18,W02,Warehouse,P003,679,33,10,702,117,LOW,70.2,6.0
2026-06-19,W02,Warehouse,P003,702,76,61,717,117,HIGH,11.75,6.128
2026-06-20,W02,Warehouse,P003,717,74,26,765,117,LOW,29.42,6.538
2026-06-21,W02,Warehouse,P003,765,24,3,786,117,LOW,262.0,6.718
2026-06-22,W02,Warehouse,P003,786,71,25,832,117,LOW,33.28,7.111
2026-06-23,W02,Warehouse,P003,832,92,72,852,117,HIGH,11.83,7.282
2026-06-24,W02,Warehouse,P003,852,13,77,788,117,HIGH,10.23,6.735
2026-06-25,W02,Warehouse,P003,788,13,38,763,117,MEDIUM,20.08,6.521
2026-06-26,W02,Warehouse,P003,763,45,72,736,117,HIGH,10.22,6.291
2026-06-27,W02,Warehouse,P003,736,60,63,733,117,HIGH,11.63,6.265
2026-06-28,W02,Warehouse,P003,733,54,60,727,117,MEDIUM,12.12,6.214
2026-06-29,W02,Warehouse,P003,727,76,61,742,117,MEDIUM,12.16,6.342
2026-06-30,W02,Warehouse,P003,742,37,28,751,117,LOW,26.82,6.419
2026-06-01,W02,Warehouse,P004,587,71,134,524,129,CRITICAL,3.91,4.062
2026-06-02,W02,Warehouse,P004,615,69,130,554,129,CRITICAL,4.26,4.295
2026-06-03,W02,Warehouse,P004,649,75,195,529,129,CRITICAL,2.71,4.101
2026-06-04,W02,Warehouse,P004,678,62,38,702,129,MEDIUM,18.47,5.442
2026-06-05,W02,Warehouse,P004,729,51,102,678,129,HIGH,6.65,5.256
2026-06-06,W02,Warehouse,P004,728,69,214,583,129,CRITICAL,2.72,4.519
2026-06-07,W02,Warehouse,P004,729,29,48,710,129,MEDIUM,14.79,5.504
2026-06-08,W02,Warehouse,P004,737,89,143,683,129,CRITICAL,4.78,5.295
2026-06-09,W02,Warehouse,P004,755,16,95,676,129,HIGH,7.12,5.24
2026-06-10,W02,Warehouse,P004,743,87,54,776,129,MEDIUM,14.37,6.016
2026-06-11,W02,Warehouse,P004,816,79,18,877,129,LOW,48.72,6.798
2026-06-12,W02,Warehouse,P004,886,19,266,639,129,CRITICAL,2.4,4.953
2026-06-13,W02,Warehouse,P004,836,63,169,730,129,CRITICAL,4.32,5.659
2026-06-14,W02,Warehouse,P004,853,90,98,845,129,HIGH,8.62,6.55
2026-06-15,W02,Warehouse,P004,917,57,138,836,129,HIGH,6.06,6.481
2026-06-16,W02,Warehouse,P004,919,84,87,916,129,HIGH,10.53,7.101
2026-06-17,W02,Warehouse,P004,973,76,95,954,129,HIGH,10.04,7.395
2026-06-18,W02,Warehouse,P004,1006,67,215,858,129,CRITICAL,3.99,6.651
2026-06-19,W02,Warehouse,P004,987,48,173,862,129,CRITICAL,4.98,6.682
2026-06-20,W02,Warehouse,P004,970,113,197,886,129,CRITICAL,4.5,6.868
2026-06-21,W02,Warehouse,P004,1010,124,136,998,129,HIGH,7.34,7.736
2026-06-22,W02,Warehouse,P004,1076,37,251,862,129,CRITICAL,3.43,6.682
2026-06-23,W02,Warehouse,P004,1007,80,100,987,129,HIGH,9.87,7.651
2026-06-24,W02,Warehouse,P004,1063,41,104,1000,129,HIGH,9.62,7.752
2026-06-25,W02,Warehouse,P004,1077,111,25,1163,129,LOW,46.52,9.016
2026-06-26,W02,Warehouse,P004,1179,108,273,1014,129,CRITICAL,3.71,7.86
2026-06-27,W02,Warehouse,P004,1223,11,185,1049,129,HIGH,5.67,8.132
2026-06-28,W02,Warehouse,P004,1160,109,245,1024,129,CRITICAL,4.18,7.938
2026-06-29,W02,Warehouse,P004,1185,78,153,1110,129,HIGH,7.25,8.605
2026-06-30,W02,Warehouse,P004,1224,25,3,1246,129,LOW,415.33,9.659
2026-06-01,W02,Warehouse,P005,245,10,37,218,53,HIGH,5.89,4.113
2026-06-02,W02,Warehouse,P005,240,1,65,176,53,CRITICAL,2.71,3.321
2026-06-03,W02,Warehouse,P005,218,15,19,214,53,HIGH,11.26,4.038
2026-06-04,W02,Warehouse,P005,227,26,14,239,53,MEDIUM,17.07,4.509
2026-06-05,W02,Warehouse,P005,249,29,17,261,53,MEDIUM,15.35,4.925
2026-06-06,W02,Warehouse,P005,272,12,33,251,53,HIGH,7.61,4.736
2026-06-07,W02,Warehouse,P005,273,33,15,291,53,MEDIUM,19.4,5.491
2026-06-08,W02,Warehouse,P005,300,35,32,303,53,HIGH,9.47,5.717
2026-06-09,W02,Warehouse,P005,325,11,49,287,53,HIGH,5.86,5.415
2026-06-10,W02,Warehouse,P005,316,27,41,302,53,HIGH,7.37,5.698
2026-06-11,W02,Warehouse,P005,333,5,49,289,53,HIGH,5.9,5.453
2026-06-12,W02,Warehouse,P005,325,21,3,343,53,LOW,114.33,6.472
2026-06-13,W02,Warehouse,P005,345,3,117,231,53,CRITICAL,1.97,4.358
2026-06-14,W02,Warehouse,P005,317,1,23,295,53,MEDIUM,12.83,5.566
2026-06-15,W02,Warehouse,P005,306,29,25,310,53,MEDIUM,12.4,5.849
2026-06-16,W02,Warehouse,P005,326,19,6,339,53,LOW,56.5,6.396
2026-06-17,W02,Warehouse,P005,343,33,65,311,53,CRITICAL,4.78,5.868
2026-06-18,W02,Warehouse,P005,355,37,113,279,53,CRITICAL,2.47,5.264
2026-06-19,W02,Warehouse,P005,362,15,4,373,53,LOW,93.25,7.038
2026-06-20,W02,Warehouse,P005,376,16,14,378,53,LOW,27.0,7.132
2026-06-21,W02,Warehouse,P005,387,25,14,398,53,LOW,28.43,7.509
2026-06-22,W02,Warehouse,P005,407,46,82,371,53,CRITICAL,4.52,7.0
2026-06-23,W02,Warehouse,P005,429,13,99,343,53,CRITICAL,3.46,6.472
2026-06-24,W02,Warehouse,P005,404,38,38,404,53,HIGH,10.63,7.623
2026-06-25,W02,Warehouse,P005,425,7,60,372,53,HIGH,6.2,7.019
2026-06-26,W02,Warehouse,P005,418,30,122,326,53,CRITICAL,2.67,6.151
2026-06-27,W02,Warehouse,P005,417,13,129,301,53,CRITICAL,2.33,5.679
2026-06-28,W02,Warehouse,P005,400,14,22,392,53,MEDIUM,17.82,7.396
2026-06-29,W02,Warehouse,P005,405,22,12,415,53,LOW,34.58,7.83
2026-06-30,W02,Warehouse,P005,421,21,45,397,53,HIGH,8.82,7.491
2026-06-01,W02,Warehouse,P006,704,24,54,674,154,MEDIUM,12.48,4.377
2026-06-02,W02,Warehouse,P006,674,27,46,655,154,MEDIUM,14.24,4.253
2026-06-03,W02,Warehouse,P006,655,58,43,670,154,MEDIUM,15.58,4.351
2026-06-04,W02,Warehouse,P006,670,22,55,637,154,HIGH,11.58,4.136
2026-06-05,W02,Warehouse,P006,637,18,17,638,154,LOW,37.53,4.143
2026-06-06,W02,Warehouse,P006,638,69,21,686,154,LOW,32.67,4.455
2026-06-07,W02,Warehouse,P006,686,59,2,743,154,LOW,371.5,4.825
2026-06-08,W02,Warehouse,P006,743,56,64,735,154,HIGH,11.48,4.773
2026-06-09,W02,Warehouse,P006,735,64,42,757,154,MEDIUM,18.02,4.916
2026-06-10,W02,Warehouse,P006,757,79,22,814,154,LOW,37.0,5.286
2026-06-11,W02,Warehouse,P006,814,38,5,847,154,LOW,169.4,5.5
2026-06-12,W02,Warehouse,P006,847,73,60,860,154,MEDIUM,14.33,5.584
2026-06-13,W02,Warehouse,P006,860,80,64,876,154,MEDIUM,13.69,5.688
2026-06-14,W02,Warehouse,P006,876,13,57,832,154,MEDIUM,14.6,5.403
2026-06-15,W02,Warehouse,P006,832,79,16,895,154,LOW,55.94,5.812
2026-06-16,W02,Warehouse,P006,895,52,81,866,154,HIGH,10.69,5.623
2026-06-17,W02,Warehouse,P006,866,44,64,846,154,MEDIUM,13.22,5.494
2026-06-18,W02,Warehouse,P006,846,55,55,846,154,MEDIUM,15.38,5.494
2026-06-19,W02,Warehouse,P006,846,65,54,857,154,MEDIUM,15.87,5.565
2026-06-20,W02,Warehouse,P006,857,83,76,864,154,HIGH,11.37,5.61
2026-06-21,W02,Warehouse,P006,864,31,79,816,154,HIGH,10.33,5.299
2026-06-22,W02,Warehouse,P006,816,64,48,832,154,MEDIUM,17.33,5.403
2026-06-23,W02,Warehouse,P006,832,34,34,832,154,MEDIUM,24.47,5.403
2026-06-24,W02,Warehouse,P006,832,67,30,869,154,LOW,28.97,5.643
2026-06-25,W02,Warehouse,P006,869,31,70,830,154,HIGH,11.86,5.39
2026-06-26,W02,Warehouse,P006,830,42,53,819,154,MEDIUM,15.45,5.318
2026-06-27,W02,Warehouse,P006,819,3,6,816,154,LOW,136.0,5.299
2026-06-28,W02,Warehouse,P006,816,86,11,891,154,LOW,81.0,5.786
2026-06-29,W02,Warehouse,P006,891,88,80,899,154,HIGH,11.24,5.838
2026-06-30,W02,Warehouse,P006,899,53,78,874,154,HIGH,11.21,5.675
2026-06-01,W02,Warehouse,P007,636,33,59,610,139,HIGH,10.34,4.388
2026-06-02,W02,Warehouse,P007,610,18,26,602,139,MEDIUM,23.15,4.331
2026-06-03,W02,Warehouse,P007,602,29,47,584,139,MEDIUM,12.43,4.201
2026-06-04,W02,Warehouse,P007,584,3,48,539,139,HIGH,11.23,3.878
2026-06-05,W02,Warehouse,P007,539,1,16,524,139,LOW,32.75,3.77
2026-06-06,W02,Warehouse,P007,524,38,7,555,139,LOW,79.29,3.993
2026-06-07,W02,Warehouse,P007,555,33,54,534,139,HIGH,9.89,3.842
2026-06-08,W02,Warehouse,P007,534,54,1,587,139,LOW,587.0,4.223
2026-06-09,W02,Warehouse,P007,587,43,34,596,139,MEDIUM,17.53,4.288
2026-06-10,W02,Warehouse,P007,596,5,38,563,139,MEDIUM,14.82,4.05
2026-06-11,W02,Warehouse,P007,563,36,38,561,139,MEDIUM,14.76,4.036
2026-06-12,W02,Warehouse,P007,561,20,14,567,139,LOW,40.5,4.079
2026-06-13,W02,Warehouse,P007,567,51,40,578,139,MEDIUM,14.45,4.158
2026-06-14,W02,Warehouse,P007,578,11,12,577,139,LOW,48.08,4.151
2026-06-15,W02,Warehouse,P007,577,42,47,572,139,MEDIUM,12.17,4.115
2026-06-16,W02,Warehouse,P007,572,14,12,574,139,LOW,47.83,4.129
2026-06-17,W02,Warehouse,P007,574,57,39,592,139,MEDIUM,15.18,4.259
2026-06-18,W02,Warehouse,P007,592,66,46,612,139,MEDIUM,13.3,4.403
